8400,25-900,Kielce,Swietokrzyskie,Lakowa,9,23
8401,31-403,Krakow,Malopolskie,Sloneczna,1,14
8402,51-416,Wroclaw,Dolnoslaskie,Kolejowa,3,21
8403,35-085,Rzeszow,Podkarpackie,Lesna,15,6
8404,65-751,Zielona Gora,Lubuskie,Sosnowa,70,33
8405,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,33,34
8406,01-464,Warszawa,Mazowieckie,Parkowa,5,4
8407,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,59,15
8408,01-464,Warszawa,Mazowieckie,Polna,0,6
8409,35-085,Rzeszow,Podkarpackie,Zielona,61,25
8410,65-751,Zielona Gora,Lubuskie,Parkowa,40,16
8411,65-751,Zielona Gora,Lubuskie,Kwiatowa,86,30
8412,80-761,Gdansk,Pomorskie,Krotka,6,32
8413,60-967,Poznan,Wielkopolskie,Sloneczna,28,30
8414,51-416,Wroclaw,Dolnoslaskie,Zielona,96,15
8415,35-085,Rzeszow,Podkarpackie,Akacjowa,26,22
8416,51-416,Wroclaw,Dolnoslaskie,Szkolna,25,47
8417,10-900,Olsztyn,Warminsko-Mazurskie,Akacjowa,12,38
8418,51-416,Wroclaw,Dolnoslaskie,Akacjowa,44,38
8419,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,10,19
8420,25-900,Kielce,Swietokrzyskie,Parkowa,86,4
8421,45-309,Opole,Opolskie,Lipowa,20,48
8422,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,71,29
8423,01-464,Warszawa,Mazowieckie,Kolejowa,67,39
8424,10-900,Olsztyn,Warminsko-Mazurskie,Ogrodowa,41,28
8425,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,6,35
8426,01-464,Warszawa,Mazowieckie,Kwiatowa,28,21
8427,80-761,Gdansk,Pomorskie,Sloneczna,29,33
8428,90-001,Lodz,Lodzkie,Krotka,86,24
8429,31-403,Krakow,Malopolskie,Sosnowa,37,32
8430,40-203,Katowice,Slaskie,Lesna,0,1
8431,65-751,Zielona Gora,Lubuskie,Lakowa,45,6
8432,15-102,Bialystok,Podlaskie,Zielona,3,15
8433,25-900,Kielce,Swietokrzyskie,Krotka,82,26
8434,25-900,Kielce,Swietokrzyskie,Akacjowa,27,19
8435,40-203,Katowice,Slaskie,Parkowa,72,24
8436,45-309,Opole,Opolskie,Krotka,55,7
8437,31-403,Krakow,Malopolskie,Kolejowa,86,44
8438,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,50,5
8439,60-967,Poznan,Wielkopolskie,Lakowa,41,13
8440,10-900,Olsztyn,Warminsko-Mazurskie,Kwiatowa,67,25
8441,80-761,Gdansk,Pomorskie,Lesna,37,22
8442,65-751,Zielona Gora,Lubuskie,Sosnowa,94,46
8443,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,90,46
8444,45-309,Opole,Opolskie,Kolejowa,68,38
8445,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,40,39
8446,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,30,18
8447,80-761,Gdansk,Pomorskie,Ogrodowa,19,13
8448,90-001,Lodz,Lodzkie,Polna,77,17
8449,31-403,Krakow,Malopolskie,Sloneczna,55,41
8450,65-751,Zielona Gora,Lubuskie,Kwiatowa,27,46
8451,80-761,Gdansk,Pomorskie,Sloneczna,76,28
8452,31-403,Krakow,Malopolskie,Lakowa,53,33
8453,51-416,Wroclaw,Dolnoslaskie,Lipowa,51,31
8454,45-309,Opole,Opolskie,Polna,27,21
8455,01-464,Warszawa,Mazowieckie,Lipowa,27,40
8456,10-900,Olsztyn,Warminsko-Mazurskie,Kwiatowa,66,22
8457,80-761,Gdansk,Pomorskie,Sloneczna,84,30
8458,15-102,Bialystok,Podlaskie,Zielona,36,20
8459,40-203,Katowice,Slaskie,Sloneczna,39,42
8460,01-464,Warszawa,Mazowieckie,Kwiatowa,26,5
8461,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,19,5
8462,01-464,Warszawa,Mazowieckie,Brzozowa,29,31
8463,40-203,Katowice,Slaskie,Ogrodowa,12,24
8464,51-416,Wroclaw,Dolnoslaskie,Parkowa,53,24
8465,35-085,Rzeszow,Podkarpackie,Ogrodowa,40,27
8466,90-001,Lodz,Lodzkie,Brzozowa,29,44
8467,51-416,Wroclaw,Dolnoslaskie,Szkolna,33,5
8468,40-203,Katowice,Slaskie,Koscielna,52,39
8469,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,59,17
8470,35-085,Rzeszow,Podkarpackie,Krotka,16,10
8471,60-967,Poznan,Wielkopolskie,Kolejowa,76,40
8472,20-218,Lublin,Lubelskie,Krotka,6,50
8473,35-085,Rzeszow,Podkarpackie,Sosnowa,90,43
8474,31-403,Krakow,Malopolskie,Kwiatowa,0,18
8475,15-102,Bialystok,Podlaskie,Lipowa,66,1
8476,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,70,3
8477,20-218,Lublin,Lubelskie,Kwiatowa,89,27
8478,65-751,Zielona Gora,Lubuskie,Akacjowa,29,20
8479,65-751,Zielona Gora,Lubuskie,Kwiatowa,81,10
8480,40-203,Katowice,Slaskie,Sloneczna,94,37
8481,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,71,25
8482,25-900,Kielce,Swietokrzyskie,Krotka,47,17
8483,35-085,Rzeszow,Podkarpackie,Szkolna,12,12
8484,65-751,Zielona Gora,Lubuskie,Lakowa,16,6
8485,31-403,Krakow,Malopolskie,Szkolna,95,35
8486,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,47,39
8487,90-001,Lodz,Lodzkie,Akacjowa,20,12
8488,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,44,38
8489,31-403,Krakow,Malopolskie,Akacjowa,27,44
8490,65-751,Zielona Gora,Lubuskie,Ogrodowa,61,46
8491,80-761,Gdansk,Pomorskie,Lipowa,29,10
8492,80-761,Gdansk,Pomorskie,Zielona,94,29
8493,65-751,Zielona Gora,Lubuskie,Lipowa,6,41
8494,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,2,28
8495,01-464,Warszawa,Mazowieckie,Szkolna,64,13
8496,51-416,Wroclaw,Dolnoslaskie,Polna,12,9
8497,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,10,16
8498,15-102,Bialystok,Podlaskie,Sloneczna,78,15
8499,15-102,Bialystok,Podlaskie,Zielona,98,39
8500,80-761,Gdansk,Pomorskie,Kolejowa,85,25
8501,15-102,Bialystok,Podlaskie,Koscielna,45,17
8502,35-085,Rzeszow,Podkarpackie,Parkowa,11,1
8503,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,31,15
8504,90-001,Lodz,Lodzkie,Brzozowa,55,50
8505,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,64,41
8506,25-900,Kielce,Swietokrzyskie,Sosnowa,79,25
8507,35-085,Rzeszow,Podkarpackie,Parkowa,83,38
8508,25-900,Kielce,Swietokrzyskie,Lesna,32,40
8509,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,94,39
8510,15-102,Bialystok,Podlaskie,Kwiatowa,16,12
8511,25-900,Kielce,Swietokrzyskie,Parkowa,87,2
8512,40-203,Katowice,Slaskie,Krotka,83,3
8513,25-900,Kielce,Swietokrzyskie,Sloneczna,36,32
8514,40-203,Katowice,Slaskie,Ogrodowa,11,37
8515,80-761,Gdansk,Pomorskie,Lakowa,80,40
8516,25-900,Kielce,Swietokrzyskie,Lesna,48,20
8517,45-309,Opole,Opolskie,Polna,27,42
8518,90-001,Lodz,Lodzkie,Szkolna,27,36
8519,60-967,Poznan,Wielkopolskie,Sosnowa,65,7
8520,51-416,Wroclaw,Dolnoslaskie,Zielona,62,36
8521,20-218,Lublin,Lubelskie,Lakowa,95,1
8522,20-218,Lublin,Lubelskie,Koscielna,14,46
8523,60-967,Poznan,Wielkopolskie,Krotka,56,9
8524,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,23,36
8525,65-751,Zielona Gora,Lubuskie,Sosnowa,77,39
8526,31-403,Krakow,Malopolskie,Kwiatowa,52,10
8527,65-751,Zielona Gora,Lubuskie,Ogrodowa,69,8
8528,60-967,Poznan,Wielkopolskie,Kwiatowa,64,44
8529,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,81,8
8530,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,1,34
8531,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,76,7
8532,25-900,Kielce,Swietokrzyskie,Akacjowa,63,24
8533,40-203,Katowice,Slaskie,Kwiatowa,92,42
8534,60-967,Poznan,Wielkopolskie,Brzozowa,69,36
8535,25-900,Kielce,Swietokrzyskie,Zielona,86,45
8536,51-416,Wroclaw,Dolnoslaskie,Sloneczna,63,14
8537,20-218,Lublin,Lubelskie,Lesna,49,44
8538,71-004,Szczecin,Zachodnio-Pomorskie,Koscielna,10,26
8539,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,16,48
8540,25-900,Kielce,Swietokrzyskie,Polna,91,26
8541,71-004,Szczecin,Zachodnio-Pomorskie,Kwiatowa,91,27
8542,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,80,21
8543,60-967,Poznan,Wielkopolskie,Akacjowa,2,44
8544,90-001,Lodz,Lodzkie,Koscielna,69,10
8545,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,33,26
8546,35-085,Rzeszow,Podkarpackie,Szkolna,99,37
8547,01-464,Warszawa,Mazowieckie,Parkowa,12,36
8548,80-761,Gdansk,Pomorskie,Kwiatowa,48,20
8549,20-218,Lublin,Lubelskie,Kwiatowa,19,25
8550,80-761,Gdansk,Pomorskie,Akacjowa,52,2
8551,71-004,Szczecin,Zachodnio-Pomorskie,Krotka,3,46
8552,51-416,Wroclaw,Dolnoslaskie,Sosnowa,13,41
8553,65-751,Zielona Gora,Lubuskie,Zielona,91,5
8554,71-004,Szczecin,Zachodnio-Pomorskie,Ogrodowa,28,5
8555,45-309,Opole,Opolskie,Szkolna,55,36
8556,60-967,Poznan,Wielkopolskie,Polna,89,5
8557,80-761,Gdansk,Pomorskie,Lesna,80,11
8558,90-001,Lodz,Lodzkie,Ogrodowa,70,44
8559,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,42,5
8560,31-403,Krakow,Malopolskie,Szkolna,32,43
8561,20-218,Lublin,Lubelskie,Krotka,48,46
8562,40-203,Katowice,Slaskie,Kolejowa,55,29
8563,90-001,Lodz,Lodzkie,Kolejowa,63,23
8564,01-464,Warszawa,Mazowieckie,Koscielna,66,40
8565,31-403,Krakow,Malopolskie,Kwiatowa,90,45
8566,15-102,Bialystok,Podlaskie,Akacjowa,81,22
8567,40-203,Katowice,Slaskie,Lesna,6,21
8568,40-203,Katowice,Slaskie,Parkowa,28,5
8569,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,92,4
8570,01-464,Warszawa,Mazowieckie,Krotka,54,46
8571,01-464,Warszawa,Mazowieckie,Zielona,94,25
8572,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,3,26
8573,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,37,24
8574,51-416,Wroclaw,Dolnoslaskie,Krotka,81,38
8575,31-403,Krakow,Malopolskie,Akacjowa,61,29
8576,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,99,30
8577,15-102,Bialystok,Podlaskie,Ogrodowa,82,8
8578,71-004,Szczecin,Zachodnio-Pomorskie,Krotka,24,46
8579,31-403,Krakow,Malopolskie,Lipowa,5,49
8580,25-900,Kielce,Swietokrzyskie,Zielona,5,37
8581,65-751,Zielona Gora,Lubuskie,Szkolna,72,7
8582,35-085,Rzeszow,Podkarpackie,Kolejowa,62,4
8583,65-751,Zielona Gora,Lubuskie,Parkowa,33,11
8584,15-102,Bialystok,Podlaskie,Lipowa,4,35
8585,35-085,Rzeszow,Podkarpackie,Polna,16,35
8586,90-001,Lodz,Lodzkie,Kwiatowa,18,32
8587,10-900,Olsztyn,Warminsko-Mazurskie,Ogrodowa,35,24
8588,40-203,Katowice,Slaskie,Lipowa,23,4
8589,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,73,5
8590,10-900,Olsztyn,Warminsko-Mazurskie,Krotka,89,31
8591,01-464,Warszawa,Mazowieckie,Koscielna,55,7
8592,15-102,Bialystok,Podlaskie,Sosnowa,8,35
8593,65-751,Zielona Gora,Lubuskie,Sosnowa,84,5
8594,65-751,Zielona Gora,Lubuskie,Kwiatowa,87,31
8595,65-751,Zielona Gora,Lubuskie,Ogrodowa,86,3
8596,40-203,Katowice,Slaskie,Koscielna,89,4
8597,90-001,Lodz,Lodzkie,Lesna,6,22
8598,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,37,17
8599,01-464,Warszawa,Mazowieckie,Sloneczna,87,40
8600,25-900,Kielce,Swietokrzyskie,Sloneczna,42,20
8601,31-403,Krakow,Malopolskie,Lakowa,15,8
8602,51-416,Wroclaw,Dolnoslaskie,Parkowa,67,37
8603,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,40,32
8604,60-967,Poznan,Wielkopolskie,Brzozowa,67,27
8605,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,83,36
8606,90-001,Lodz,Lodzkie,Brzozowa,18,2
8607,45-309,Opole,Opolskie,Kwiatowa,73,30
8608,31-403,Krakow,Malopolskie,Sosnowa,66,4
8609,60-967,Poznan,Wielkopolskie,Kwiatowa,40,8
8610,90-001,Lodz,Lodzkie,Kwiatowa,42,7
8611,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,54,1
8612,15-102,Bialystok,Podlaskie,Koscielna,18,22
8613,80-761,Gdansk,Pomorskie,Kwiatowa,14,21
8614,40-203,Katowice,Slaskie,Krotka,12,14
8615,20-218,Lublin,Lubelskie,Krotka,60,23
8616,65-751,Zielona Gora,Lubuskie,Ogrodowa,32,34
8617,65-751,Zielona Gora,Lubuskie,Polna,93,13
8618,15-102,Bialystok,Podlaskie,Polna,57,40
8619,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,12,48
8620,15-102,Bialystok,Podlaskie,Lipowa,81,16
8621,45-309,Opole,Opolskie,Akacjowa,1,46
8622,35-085,Rzeszow,Podkarpackie,Akacjowa,84,30
8623,60-967,Poznan,Wielkopolskie,Koscielna,5,30
8624,15-102,Bialystok,Podlaskie,Zielona,49,15
8625,90-001,Lodz,Lodzkie,Kolejowa,96,4
8626,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,94,9
8627,35-085,Rzeszow,Podkarpackie,Ogrodowa,97,20
8628,60-967,Poznan,Wielkopolskie,Lesna,20,6
8629,60-967,Poznan,Wielkopolskie,Brzozowa,73,39
8630,51-416,Wroclaw,Dolnoslaskie,Parkowa,61,43
8631,60-967,Poznan,Wielkopolskie,Lipowa,44,3
8632,25-900,Kielce,Swietokrzyskie,Lipowa,12,36
8633,80-761,Gdansk,Pomorskie,Polna,70,41
8634,01-464,Warszawa,Mazowieckie,Brzozowa,60,30
8635,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,2,43
8636,10-900,Olsztyn,Warminsko-Mazurskie,Ogrodowa,36,24
8637,65-751,Zielona Gora,Lubuskie,Lesna,74,14
8638,90-001,Lodz,Lodzkie,Kwiatowa,47,36
8639,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,41,28
8640,15-102,Bialystok,Podlaskie,Koscielna,13,18
8641,25-900,Kielce,Swietokrzyskie,Sosnowa,31,4
8642,35-085,Rzeszow,Podkarpackie,Sosnowa,24,24
8643,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,48,3
8644,01-464,Warszawa,Mazowieckie,Lesna,4,26
8645,01-464,Warszawa,Mazowieckie,Sosnowa,88,12
8646,90-001,Lodz,Lodzkie,Ogrodowa,39,45
8647,35-085,Rzeszow,Podkarpackie,Ogrodowa,71,33
8648,01-464,Warszawa,Mazowieckie,Lesna,33,21
8649,60-967,Poznan,Wielkopolskie,Akacjowa,18,12
8650,20-218,Lublin,Lubelskie,Sloneczna,76,32
8651,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,8,31
8652,35-085,Rzeszow,Podkarpackie,Lipowa,4,18
8653,15-102,Bialystok,Podlaskie,Polna,55,5
8654,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,88,7
8655,90-001,Lodz,Lodzkie,Parkowa,20,21
8656,15-102,Bialystok,Podlaskie,Szkolna,6,10
8657,71-004,Szczecin,Zachodnio-Pomorskie,Krotka,1,7
8658,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,99,6
8659,31-403,Krakow,Malopolskie,Szkolna,53,11
8660,40-203,Katowice,Slaskie,Brzozowa,96,31
8661,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,38,27
8662,60-967,Poznan,Wielkopolskie,Sloneczna,10,35
8663,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,2,28
8664,80-761,Gdansk,Pomorskie,Polna,26,40
8665,90-001,Lodz,Lodzkie,Lesna,66,36
8666,45-309,Opole,Opolskie,Krotka,17,5
8667,60-967,Poznan,Wielkopolskie,Polna,54,19
8668,45-309,Opole,Opolskie,Akacjowa,81,49
8669,25-900,Kielce,Swietokrzyskie,Brzozowa,38,1
8670,35-085,Rzeszow,Podkarpackie,Sloneczna,37,23
8671,15-102,Bialystok,Podlaskie,Brzozowa,70,50
8672,90-001,Lodz,Lodzkie,Sosnowa,61,41
8673,80-761,Gdansk,Pomorskie,Zielona,90,29
8674,65-751,Zielona Gora,Lubuskie,Koscielna,14,34
8675,90-001,Lodz,Lodzkie,Kolejowa,50,6
8676,20-218,Lublin,Lubelskie,Kwiatowa,14,38
8677,80-761,Gdansk,Pomorskie,Ogrodowa,87,49
8678,15-102,Bialystok,Podlaskie,Parkowa,78,30
8679,01-464,Warszawa,Mazowieckie,Kolejowa,87,34
8680,40-203,Katowice,Slaskie,Lesna,57,32
8681,65-751,Zielona Gora,Lubuskie,Parkowa,93,6
8682,10-900,Olsztyn,Warminsko-Mazurskie,Szkolna,91,29
8683,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,78,6
8684,35-085,Rzeszow,Podkarpackie,Szkolna,35,15
8685,01-464,Warszawa,Mazowieckie,Sloneczna,92,3
8686,40-203,Katowice,Slaskie,Kwiatowa,64,1
8687,15-102,Bialystok,Podlaskie,Parkowa,35,6
8688,45-309,Opole,Opolskie,Lakowa,80,22
8689,40-203,Katowice,Slaskie,Ogrodowa,74,43
8690,31-403,Krakow,Malopolskie,Koscielna,47,13
8691,31-403,Krakow,Malopolskie,Sosnowa,14,33
8692,31-403,Krakow,Malopolskie,Parkowa,73,37
8693,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,91,44
8694,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,95,12
8695,65-751,Zielona Gora,Lubuskie,Krotka,32,4
8696,45-309,Opole,Opolskie,Szkolna,66,11
8697,60-967,Poznan,Wielkopolskie,Lakowa,66,36
8698,65-751,Zielona Gora,Lubuskie,Zielona,63,29
8699,01-464,Warszawa,Mazowieckie,Krotka,25,6
8700,65-751,Zielona Gora,Lubuskie,Zielona,55,5
8701,20-218,Lublin,Lubelskie,Szkolna,66,46
8702,80-761,Gdansk,Pomorskie,Krotka,40,46
8703,85-461,Bydgoszcz,Kujawsko-Pomorskie,Brzozowa,39,37
8704,20-218,Lublin,Lubelskie,Koscielna,57,4
8705,10-900,Olsztyn,Warminsko-Mazurskie,Krotka,49,30
8706,15-102,Bialystok,Podlaskie,Koscielna,49,45
8707,90-001,Lodz,Lodzkie,Zielona,49,15
8708,80-761,Gdansk,Pomorskie,Koscielna,45,9
8709,45-309,Opole,Opolskie,Sloneczna,42,33
8710,51-416,Wroclaw,Dolnoslaskie,Brzozowa,21,12
8711,65-751,Zielona Gora,Lubuskie,Krotka,39,29
8712,45-309,Opole,Opolskie,Polna,83,32
8713,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,63,34
8714,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,59,2
8715,25-900,Kielce,Swietokrzyskie,Ogrodowa,60,20
8716,15-102,Bialystok,Podlaskie,Parkowa,27,32
8717,51-416,Wroclaw,Dolnoslaskie,Lesna,38,19
8718,85-461,Bydgoszcz,Kujawsko-Pomorskie,Polna,56,20
8719,71-004,Szczecin,Zachodnio-Pomorskie,Koscielna,90,10
8720,25-900,Kielce,Swietokrzyskie,Sloneczna,87,7
8721,35-085,Rzeszow,Podkarpackie,Lesna,28,50
8722,20-218,Lublin,Lubelskie,Brzozowa,37,9
8723,01-464,Warszawa,Mazowieckie,Akacjowa,23,23
8724,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,82,43
8725,35-085,Rzeszow,Podkarpackie,Zielona,52,37
8726,35-085,Rzeszow,Podkarpackie,Polna,97,15
8727,65-751,Zielona Gora,Lubuskie,Ogrodowa,42,1
8728,01-464,Warszawa,Mazowieckie,Krotka,13,2
8729,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,75,4
8730,45-309,Opole,Opolskie,Krotka,61,44
8731,51-416,Wroclaw,Dolnoslaskie,Sloneczna,41,41
8732,60-967,Poznan,Wielkopolskie,Kolejowa,57,2
8733,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,58,7
8734,80-761,Gdansk,Pomorskie,Akacjowa,54,18
8735,51-416,Wroclaw,Dolnoslaskie,Lesna,56,4
8736,40-203,Katowice,Slaskie,Sloneczna,2,32
8737,71-004,Szczecin,Zachodnio-Pomorskie,Krotka,81,18
8738,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,65,16
8739,31-403,Krakow,Malopolskie,Kolejowa,84,42
8740,31-403,Krakow,Malopolskie,Akacjowa,8,42
8741,60-967,Poznan,Wielkopolskie,Kwiatowa,17,5
8742,31-403,Krakow,Malopolskie,Brzozowa,37,15
8743,40-203,Katowice,Slaskie,Brzozowa,72,23
8744,10-900,Olsztyn,Warminsko-Mazurskie,Polna,69,11
8745,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,62,4
8746,90-001,Lodz,Lodzkie,Sosnowa,88,12
8747,01-464,Warszawa,Mazowieckie,Lipowa,6,42
8748,01-464,Warszawa,Mazowieckie,Brzozowa,16,32
8749,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,17,44
8750,65-751,Zielona Gora,Lubuskie,Krotka,70,13
8751,35-085,Rzeszow,Podkarpackie,Kolejowa,14,49
8752,51-416,Wroclaw,Dolnoslaskie,Zielona,70,8
8753,40-203,Katowice,Slaskie,Szkolna,14,43
8754,25-900,Kielce,Swietokrzyskie,Sosnowa,78,46
8755,31-403,Krakow,Malopolskie,Zielona,4,8
8756,31-403,Krakow,Malopolskie,Lakowa,56,9
8757,35-085,Rzeszow,Podkarpackie,Szkolna,26,40
8758,51-416,Wroclaw,Dolnoslaskie,Lipowa,75,41
8759,65-751,Zielona Gora,Lubuskie,Lesna,17,30
8760,40-203,Katowice,Slaskie,Sosnowa,77,26
8761,35-085,Rzeszow,Podkarpackie,Krotka,25,21
8762,31-403,Krakow,Malopolskie,Parkowa,0,35
8763,60-967,Poznan,Wielkopolskie,Szkolna,18,12
8764,90-001,Lodz,Lodzkie,Akacjowa,96,35
8765,60-967,Poznan,Wielkopolskie,Kwiatowa,15,17
8766,25-900,Kielce,Swietokrzyskie,Akacjowa,90,10
8767,01-464,Warszawa,Mazowieckie,Kolejowa,87,40
8768,35-085,Rzeszow,Podkarpackie,Sloneczna,3,29
8769,15-102,Bialystok,Podlaskie,Zielona,34,35
8770,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,17,44
8771,40-203,Katowice,Slaskie,Kwiatowa,44,12
8772,90-001,Lodz,Lodzkie,Krotka,92,26
8773,01-464,Warszawa,Mazowieckie,Brzozowa,49,48
8774,45-309,Opole,Opolskie,Lipowa,82,38
8775,40-203,Katowice,Slaskie,Akacjowa,70,40
8776,80-761,Gdansk,Pomorskie,Sosnowa,87,50
8777,35-085,Rzeszow,Podkarpackie,Lipowa,94,7
8778,31-403,Krakow,Malopolskie,Koscielna,17,36
8779,65-751,Zielona Gora,Lubuskie,Parkowa,25,23
8780,71-004,Szczecin,Zachodnio-Pomorskie,Polna,25,13
8781,65-751,Zielona Gora,Lubuskie,Lesna,0,49
8782,51-416,Wroclaw,Dolnoslaskie,Parkowa,19,12
8783,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kolejowa,66,50
8784,15-102,Bialystok,Podlaskie,Lakowa,73,36
8785,60-967,Poznan,Wielkopolskie,Kwiatowa,49,15
8786,60-967,Poznan,Wielkopolskie,Sloneczna,1,22
8787,90-001,Lodz,Lodzkie,Szkolna,98,9
8788,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,30,18
8789,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,76,42
8790,51-416,Wroclaw,Dolnoslaskie,Polna,34,23
8791,35-085,Rzeszow,Podkarpackie,Brzozowa,53,46
8792,31-403,Krakow,Malopolskie,Akacjowa,2,35
8793,15-102,Bialystok,Podlaskie,Szkolna,66,12
8794,60-967,Poznan,Wielkopolskie,Brzozowa,91,28
8795,45-309,Opole,Opolskie,Lakowa,91,26
8796,35-085,Rzeszow,Podkarpackie,Koscielna,3,17
8797,15-102,Bialystok,Podlaskie,Koscielna,20,34
8798,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,22,47
8799,01-464,Warszawa,Mazowieckie,Parkowa,41,22
8800,51-416,Wroclaw,Dolnoslaskie,Akacjowa,49,14
8801,80-761,Gdansk,Pomorskie,Zielona,19,2
8802,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,94,38
8803,80-761,Gdansk,Pomorskie,Krotka,52,33
8804,20-218,Lublin,Lubelskie,Zielona,72,10
8805,15-102,Bialystok,Podlaskie,Kolejowa,78,7
8806,60-967,Poznan,Wielkopolskie,Lipowa,11,35
8807,31-403,Krakow,Malopolskie,Akacjowa,51,33
8808,51-416,Wroclaw,Dolnoslaskie,Lipowa,18,16
8809,51-416,Wroclaw,Dolnoslaskie,Krotka,78,17
8810,20-218,Lublin,Lubelskie,Ogrodowa,11,7
8811,51-416,Wroclaw,Dolnoslaskie,Polna,72,4
8812,15-102,Bialystok,Podlaskie,Polna,38,26
8813,80-761,Gdansk,Pomorskie,Krotka,84,33
8814,51-416,Wroclaw,Dolnoslaskie,Szkolna,53,10
8815,80-761,Gdansk,Pomorskie,Parkowa,27,5
8816,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,41,6
8817,45-309,Opole,Opolskie,Lakowa,16,47
8818,51-416,Wroclaw,Dolnoslaskie,Zielona,75,22
8819,15-102,Bialystok,Podlaskie,Sloneczna,97,49
8820,60-967,Poznan,Wielkopolskie,Ogrodowa,12,10
8821,80-761,Gdansk,Pomorskie,Zielona,19,39
8822,60-967,Poznan,Wielkopolskie,Parkowa,37,16
8823,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,5,8
8824,90-001,Lodz,Lodzkie,Lesna,27,3
8825,60-967,Poznan,Wielkopolskie,Krotka,61,33
8826,60-967,Poznan,Wielkopolskie,Kwiatowa,39,18
8827,35-085,Rzeszow,Podkarpackie,Lakowa,69,46
8828,65-751,Zielona Gora,Lubuskie,Lesna,2,19
8829,20-218,Lublin,Lubelskie,Szkolna,82,47
8830,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,74,22
8831,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,25,19
8832,65-751,Zielona Gora,Lubuskie,Ogrodowa,63,43
