pacjent_id,imie,nazwisko,login,haslo,pesel_id,kontakt_id,adres_id
636,Andrzej,Wlodarczyk,,,61740820386,9176,18856
637,Otylia,Gorska,5356897248731101105210211556538155811076910688738578765449567411753121485653885610410010150876855,115111118684956501075450121114544811451111855597105511091088152755470688272113115107111109808377725054,55266870873,17145,10595
638,Olga,Pietrzak,865149507179845111475481101045399501005278505655494855103854856487654657470985270108899910650,546673481217410270668569115518588117877355115971111167897655085109495080761168010770113102778311866,26723854650,9251,15766
639,Dagmara,Zakrzewska,517852824883998888775210888545173120535553,11210510849110767169118731075065657810869885169,18405488233,6006,8634
640,Grzegorz,Krawczyk,505672545475561075010066491077153538774539710075119111109526611355545356511111038772108697388120,8468785065110121117544910573114895278506954709774117675310653805511111311753116891088152995410954,53317287270,16772,21208
641,Eryk,Kozlowski,747581104105815599115661055252499976851191097269107113741025173521148165526754535282115111,899950554867516689511055655104687374108707810311411210512110511410611878485268535454688687,26621378844,11690,13527
642,Adrianna,Piotrowska,,,04835570324,20211,27227
643,Pawel,Przybylski,526848764951111525049119103771125689106501125411110355114519810612151,487048565350501186775994952811195354521049810311782111781145267118,63842421767,21067,13140
644,Agata,Kubiak,,,11012338714,6035,14680
645,Boguslawa,Blaszczyk,4970495312049521028577545250895410256511121104986100116781025672521084979854953109,121525655113851085049505648112667411954535185811031096882995067112755348776965108,64804822426,19132,28172
646,Marcin,Zawadzki,,,66727221747,13175,4808
647,Marcel,Kozlowski,5410311510810952111531031175177851021106751806953,857248491208497485655545651804910569524955,70025862322,30422,24917
648,Konrad,Kucharski,,,41780565472,1330,17276
649,Anastazy,Andrzejewski,10184696971113746885485469499880111814953485469481157656517776101978389116717656121805556,120718510650729910581515612052505065745283567610911350481065612056108102695511811611211753515388,70187140403,36397,17961
650,Jozef,Przyreba,,,85334540436,23590,12390
651,Franciszka,Krawczyk,521077380771035311779971116911955675312011853526810053661185212012198998852,112867310950105505453791011076798104489875704848675674555551117101868750,53256724552,162,5604
652,Oktawian,Przybylski,,,33860071563,22235,25674
653,Oksana,Gajewska,70105845548120781005449495311649735110050118668680745151111568410270107,8684496850871015610771100103117808554721035555828011511071516989669953,30378735710,9569,26462
654,Lukasz,Wlodarczyk,,,57054221058,3752,16707
655,Artur,Andrzejewski,,,62306677287,28472,18930
656,Otylia,Piotrowska,,,68236655388,2683,714
657,Dagmara,Sikora,,,13463884385,3948,7060
658,Arleta,Sawicka,,,23364766472,8891,15455
659,Arleta,Gorska,,,26137844288,38862,19848
660,Maja,Kubiak,,,78415541148,27064,23419
661,Milena,Maciejewska,,,55827065844,12251,12053
662,Katarzyna,Gajewska,53521165154119505551814972113496948116505186746810051101527684985353531115210353675155881001027151,51105117525355665571535010697488097115501015310468804948739769554974885110887531128452105111836785,82615443175,17844,11518
663,Elzbieta,Nowak,,,34475647510,19023,27836
664,Leszek,Zalewski,,,56130134174,15219,28429
665,Agata,Ziolkowska,6683518979678781761101097789116109104784954555010870107,50116101885311478565268106568871121115568684508388115103,55122214107,14158,27923
666,Norbert,Jakubowski,,,55805033222,28455,20265
667,Marcel,Laskowski,,,21783744603,35232,25899
668,Boguslawa,Pietrzak,,,26315104888,4940,7620
669,Otylia,Gajewska,,,73836627460,11678,27774
670,Konrad,Sikora,,,63574375864,1229,19136
671,Ewelina,Nowak,,,41504477158,6114,15579
672,Zofia,Brzezinska,,,68528223300,25610,13600
673,Joanna,Gorska,,,57312887800,18650,17153
674,Maja,Blaszczyk,,,87328252364,12943,15150
675,Maja,Tomaszewska,10553108498975681189851541035083718580825152815148565652994899549711253514867785354565011269,5479678211572529852109109491187997837211410253796511911010410512151100118118103536711588113111828612082112,64121560341,17377,12274
676,Franciszka,Kwiatkowska,5411110555736753107110795597514910610353111121847051,11511050795048525411166491111111129911854114569710556,83553554688,5808,10202
677,Anatol,Kubiak,,,07356882876,21858,14441
678,Celina,Kwiatkowska,,,07112333486,36169,20635
679,Magdalena,Przybylska,,,65270730560,131,16192
680,Milena,Sikora,,,55115647672,17364,29629
681,Marlena,Sawicka,,,63774678780,10267,6031
682,Oskar,Kowalski,,,34118514316,18124,29836
683,Czeslaw,Wozniak,8589112787248825110766775611811581481005671111498466498680110103111,5110551828553100547110849531217710011473898510811282497110781778679,40438423444,20456,28850
684,Otylia,Piotrowska,535211073565354807850102557655491061085354791117454861201207212077885511089491141145567818210486,72521108998775579102113114539780104109501018471551195381541037210270491031187611249491006573545053,60107624404,15799,10263
685,Elzbieta,Szulc,,,12446201007,6973,3105
686,Jozef,Lis,9810153109827267481139955514871671191041015111770521125553569948818148735549545512050511211148685,501201071117610110453105767698117518789120110805249515489549911348117854982775276757870507066106107,67704656301,9646,1765
687,Adrianna,Baranowska,,,26467477177,38556,2505
688,Julian,Kubiak,,,65837423855,16320,25467
689,Kazimierz,Rutkowski,,,32463673606,7981,1517
690,Katarzyna,Adamska,1029911948785210251117878783113108511087611949867454551085181565571879976111785382,9970561041011024953107766611355976955555185110701198453826899109978584121721004954,51567206308,3743,5714
691,Gustaw,Szewczyk,80495482527811648488911573749973485511911078731099872511065697116671036712178104,5385548288855556491145481501036510170751131145675113536571121701015048117715656,35180578485,17221,25947
692,Jozefa,Piotrowska,687371120491035011210068495573531108811870544853745588541077299887579711008553688166,558083511191129870875348691209865115866848765156651175389109501155654995179116974985,85003243485,7704,7580
693,Remigiusz,Brzezinski,7211810311071100119107494951531215350528149751135284756811772884949,1141105185801014886745211272103531199711551501046851488010885735674,21343363604,1629,4524
694,Otylia,Blaszczyk,,,60301758308,21028,17787
695,Andrzej,Andrzejewski,,,76478237836,30500,10160
696,Agata,Pietrzak,,,43556885730,38652,18619
697,Otylia,Urbanska,981097354664948865410853481097810051519851661051018055107107745152108738511854698450,10148564911554815274109100651167711910310410666106109558511750113107499811448687375525449,67604006370,16835,26144
698,Bartosz,Szewczyk,10267811085310510967695355731161181215051565089538165108561034955525483515554491051121181155055,4848119112100110516911954109505212086508965721147070777765779889497310410951541095049971206673,88487385750,1903,11817
699,Konrad,Kowalski,,,77575025856,34306,14908
700,Lukasz,Wisniewski,,,70445575701,34559,7692
701,Bartosz,Witkowski,1145680524950818810056491141211201205265797911511151985467534988111111112,108991131205211552120554811287756685526888557411173489848501171004811683,28651227261,34706,20388
702,Bartosz,Gorkiewicz,,,54725366708,4815,13505
703,Alan,Lis,,,52204143140,21826,1719
704,Norbert,Kubiak,73104997549114558373698750110541148711656,8076498551741161211217552112555348796974,10752802036,14401,22466
705,Eryk,Jasinski,77101731151161115170119866871837574487168114747454561158110352,11780688073498872771008968119825272115115110116531167310211011774,26771426710,11942,29568
706,Teresa,Szulc,,,01488367502,2222,26644
707,Konrad,Przyreba,,,68560711512,11581,8494
708,Leszek,Krupski,,,65760157866,14804,22016
709,Adrianna,Piotrowska,5169731161141176611312183975151115111751105254726889,791179748119676754858354551151095669841101155511276,27603015061,22534,3283
710,Klaudia,Piotrowska,,,15510735660,4048,22842
711,Andzelika,Pietrzak,,,28571188037,39115,15788
712,Marlena,Sawicka,49671196511650116564967119727212183,54115681078712199101895150655110756,83550558756,38877,5226
713,Czeslaw,Urbanski,691107484535553112788510153102488289655688561145348110110,11273881038349511017653671021197053541021114975102501057849,45172075265,33208,9632
714,Katarzyna,Krawczyk,52498565666711256551211134950525254117,651121215052668250699712083567311976114,24787653122,35882,16300
715,Igor,Malinowski,50795688758882671155572491139850801028311177,525298684955497975821088777105515548118121101,82064130676,17349,2794
716,Oktawian,Gorski,1031105610986788452537476521169877110858174525697113497411976111495453497811211152989810155114103,898052531141121075054781061087779511057597565486801136574120897782561031059755514810311410077107119,82248248083,4973,19501
717,Antonina,Krawczyk,,,52667013312,28742,13368
718,Barbara,Witkowska,781128811150103117103729975518310977715410455120554855505349115,1041095267524999528452113103107495353105557978121110695510054108,44180033225,21224,10895
719,Alex,Duda,517510254115798849112745365548456808753121118827852491118351100655610885528750,9881791001191216710110650826610988531086948535611949855178751146611850991015010777,84313317470,18240,14625
720,Remigiusz,Kozlowski,491201157667697779981167051735355551121118951555212049695372496711850117495098701091167210548105,81845255506667521011218056997856658579111545198109526956105113111755411551111651217149114565187,85827617873,10569,16033
721,Iza,Urbanska,,,84471605130,29265,19316
722,Milena,Piotrowska,117744810781495254847255757275491021184855111687349,11048113111698811455651131096753521175351481021128911755,67214601031,8187,21026
723,Olga,Szulc,,,36737061233,2665,11244
724,Adrianna,Sikora,86115795110551509978828410954971065554561177253119555510955,10176101786983515375565484785011210911775667553104101556749,32634637120,12865,15878
725,Katarzyna,Sikorska,4854855099116541089775107105100831071091187275895455120115115538254121535349831196852,1185176714988487187746711148108566571857469501075350121745150871068910286887156,12036173284,15148,1850
726,Milena,Kwiatkowska,11583506775121711175356102561044853739986485412111911110371,12155102825210054875051538698687186729973531191215511449,75474782075,19766,16636
727,Helena,Nowak,108518080111110667210412148103551158053,73565154112655480485510597536598109,86850603185,29980,16617
728,Adrianna,Ziolkowska,,,63073887661,17583,8346
729,Kazimierz,Wisniewski,,,20222700134,33603,5428
730,Norbert,Kozlowski,,,62883416518,4153,21537
731,Emil,Walczak,5371777256665252511027888975683109,534910651825510066118111981181024811050,51864830768,35853,22139
732,Monika,Szczepanska,,,76361577421,2241,14589
733,Maja,Kubiak,,,85804446686,2038,10306
734,Maja,Gajewska,1061066810852666710452701154851697789528212048551005268815497114798467567599,5381536754521095348506583544810349681017551121100106112991031065249751005210450,67722556643,14873,20002
735,Iza,Brzezinska,1155011148557475112486749527712155521151137255565611979108975383555480851168610066117,525110311111777115858884551024948984855728454761141097610187685367102518954106107114101,21043425321,26274,9001
736,Kajetan,Wisniewski,,,15531024165,2894,1812
737,Katarzyna,Przybylska,,,53873861753,4506,983
738,Lukasz,Przyreba,7287518749525675100505086485684745310377977688528648489954885581826589665254,807311611712110050815454757011651768510055486573854910898554910148121105488556838252,15220204403,18269,8560
739,Marcin,Kucharski,82484912048115895654102505012049115104535511312076765011954666652,7753745272116114738967799955701061201138675898811754116875410183,61408445701,913,23955
740,Emil,Andrzejewski,777752521155683114765248531105454511208549558254564888111511077952991185073,49567297109108895010710099676869857189121109759972796610210250496611274665453,13660825335,14946,3956
741,Cezary,Kucharski,70701086948511195210783106891015156100120484810656786911156495649,8511777495111152557478105564978671057811055519711787112119495253,44151663315,16952,11970
742,Leszek,Walczak,49851101167710898118987910373105495210010986808683,1005311985805011511753855252795648781201061157156,14467086322,32645,11696
743,Zofia,Szczepanska,,,74078661851,17819,6614
744,Kewin,Wisniewski,,,07012474360,29732,23201
745,Marcin,Szewczyk,100705655545368525510411110053495573,5166855510472795597727348701105454,51436604604,9062,11469
746,Agata,Krawczyk,,,83615827815,1786,7310
747,Franciszka,Marciniak,,,40376410573,28471,22248
748,Joanna,Gajewska,,,52130163446,5169,15151
749,Alex,Kozlowski,,,87811286304,30638,5275
750,Helena,Przybylska,,,63116334444,29164,1463
751,Agata,Szczepanska,1045311467701007856696573538150565497688385536552711085482838353825549,1078111811255881177654555589113110815270118541038056105114104841175549108985648,41278325714,39425,8686
752,Oksana,Gajewska,,,20156103752,18734,9575
753,Franciszka,Gorska,,,38683004884,428,13188
754,Magdalena,Piotrowska,,,08160715207,33266,5264
755,Eryk,Kucharski,,,33728753146,16605,12327
756,Norbert,Jasinski,735010756971195252831151181081125310410649527648864853505048104776510555691051037356997648103515577,761001164897106985653778872116496610551481057289757876114974810855486978845087548772875111656103,85380837001,73,10278
757,Kazimierz,Jakubowski,,,64602542565,6636,26565
758,Anastazy,Malinowski,8056706676995110975971061185277517810952697856107112548912175,112896587504911669116557255841121191146710567745110155525650117,11124267466,3858,19697
759,Lukasz,Walczak,,,86774605786,937,12105
760,Marcin,Gorski,48751177778831036552547476527887675456501204850537373108749989109114651048870107534848101738711199,10579541075578695411111276558956881127749511167887113113991076910352537786821027310956111109547148107100,71707714168,18705,18015
761,Alan,Szewczyk,,,80880170268,20885,7892
762,Anatol,Przyreba,,,33310711253,5703,7240
763,Ewelina,Zawadzka,,,55235110174,4199,21425
764,Celina,Zawadzka,,,14034042676,23067,1128
765,Konrad,Walczak,,,40683400418,7571,4257
766,Milena,Wojcik,1018686114741044811250558474521114811687735366791177255895388495454507510548104100,71105484855786686118835056505155561165255696886485585504811188488070100528255,21658636885,13032,1279
767,Jozefa,Szulc,7980857310352103108745172109104118678451498611111470498853,1205451561034954108116721181095112073505055529811851774873,86048865842,6036,11713
768,Aleksandra,Marciniak,107497210173871214910111855885211811679511151038055100878877111111118,5098498611452814954551217811479112547010349805677536848515256,23582642735,24519,19192
769,Katarzyna,Gorska,504884120517710811349511214948801147011786775398102978155509854,103557698734970871065572775210555711194910382844911553558149109,37086148683,14694,2280
770,Oktawian,Przyreba,,,77666804503,411,3255
771,Barbara,Chmielewska,11675709783555211211382109545110610156565353484810598521131099782651117210611952105525010811484,738111472524898824952724852507580120734911551561095111911950491185474113991196852119689965,32841312131,34899,17242
772,Jozef,Wisniewski,86769884112101495397121109671088351888311780825656,695451527898851028910150104517482815611048119115121,73400565436,7143,11919
773,Marcin,Andrzejewski,676949734954801211218988797648118988072111498689538878481126611211553,83112551045252898350108120107755311575991109879495472791165173854910369,83282204832,24932,6582
774,Alek,Urbanski,,,70071743752,15488,19853
775,Otylia,Gajewska,,,07204070788,26118,9832
776,Elzbieta,Zielinska,5649488250104854973106651071027470113103,52531041041168975517287977271821135575,88504872821,8672,20416
777,Kajetan,Walczak,,,28421411078,19657,4860
778,Gustaw,Kucharski,788648111491094977849910754104106556748505154106,11151117115497997114681185579104112735083108836865,40872867657,10842,1701
779,Nikola,Zakrzewska,,,17886083360,38674,18679
780,Marlena,Wojcik,,,30005087453,34349,18769
781,Emil,Marciniak,,,62385374205,10196,15200
782,Boguslawa,Kubiak,1067253107977255102101651151038868511115077495351102,561115511911155525556711177649511131125348698749101,55300063578,23198,2787
783,Konrad,Rutkowski,8810354985611110110110584114745468495281497965745248545652721215555,505669111507852113858472491115010010653115504853120734810199487111056,72305777274,25228,232
784,Olga,Chmielewska,,,47378013334,31823,23918
785,Lukasz,Jasinski,4988117102511061189953117707989102821207011575491085354102491038888765412182515411179,5310410111278112565271565167898365559711589568173521167512110272527355101110486678,84578337718,27530,5300
786,Oktawia,Kubiak,7549491117878103115756577557852531198275121106714851696711885717474,55112109525648561121141117169704948511086554121795268528353110568248,36701875318,20597,18898
787,Eryk,Krawczyk,,,27170814804,6761,10491
788,Oksana,Adamska,,,67506613887,6183,16023
789,Zofia,Szczepanska,53108525111010756808611911166991198074535549709711553768485100781141047011411973568210299,561177610148105498366120518312011897103505671515248869770741091091005611510165977011652121,42258644052,36779,2017
790,Marcel,Marciniak,,,84563748447,5369,21681
791,Konrad,Kucharski,,,81713682683,3400,12263
792,Joanna,Jankowska,,,08777684246,39364,17824
793,Zofia,Baranowska,,,74582745847,2821,6985
794,Konrad,Jasinski,,,34524624214,15750,28488
795,Alan,Wysocki,116504910811068976983894851711098580121,53120546885558355491085111499521135448,60218716606,32350,7429
796,Agata,Glowacka,,,86278624568,11043,2752
797,Agata,Zakrzewska,,,67827401331,31273,3751
798,Katarzyna,Szulc,68495610311952797611687555249988611473105100,12011910480118114531131205297511208610871568254,07028732310,35182,9270
799,Anatol,Jakubowski,80845179806755895554113759910983777250551151021137854,97111121786510379555011873985656731075669714911854114116,86406561663,4191,17806
800,Alek,Malinowski,5068831018954551115152971198312111287827848531195069,51515211011855538550497110911988715370115541011077772,35657141157,24638,4773
801,Julian,Kozlowski,687272685454116565110479491098766685465110825155121,88881035049721015474101120699953489748488056496977,35853363328,27752,13103
802,Celina,Szczepanska,,,64528084326,3450,17811
803,Nikola,Przybylska,,,26527851687,8050,4043
804,Bartosz,Gorski,,,01216237204,2243,5032
805,Olga,Marciniak,,,05325747653,7093,22635
806,Jan,Kozlowski,,,88823220501,4147,18159
807,Kewin,Gorkiewicz,7611711483121517711288865010610210787528853508880119837386891127499,80505311077831176750835288496967528754525052567878484811666105,12276826371,4071,15649
808,Arleta,Sawicka,,,63348368144,16004,20483
809,Norbert,Lis,,,48367855758,16128,6341
810,Remigiusz,Wisniewski,72113721121194867109113861039948118701158412197541051168055102,1206654509956806765835468546972847070525351107765556,02717503368,32749,7985
811,Norbert,Zalewski,,,73856028416,30496,22478
812,Alek,Wlodarczyk,,,17311767722,31430,5910
813,Kazimierz,Zawadzki,,,05732367623,623,26533
814,Agata,Jankowska,,,73217887173,30542,28895
815,Julian,Wozniak,8176795176104501004911248531031118249518776,5372538210011453497985104101766868511075081,21520723866,36574,6169
816,Alex,Brzezinski,107779710274566572537112111567115724810812051504950831091051161205111910855119114481131068856117991045151,1025211254541081118173991104978114104705397110111111491085510672103111811047768891027012080118507511011772,41781087580,11704,29905
817,Remigiusz,Kozlowski,52801115153501081167653103865211310250,7667111549912111489498385885178105105,57062877114,8225,6774
818,Emil,Zalewski,,,27316547121,27380,24792
819,Olga,Pietrzak,,,63116821535,38399,4573
820,Czeslaw,Przyreba,5652104105761161145152104984955120747176567597848549855652501158652999949,110687153791211129984551005278791171025355675689484855121505449971174910379,18600121131,37727,26955
821,Julian,Jasinski,,,84181521024,8778,8448
822,Aleksandra,Chmielewska,,,21553352345,15752,29570
823,Leszek,Kozlowski,,,23481780007,1429,2686
824,Emil,Marciniak,87487711075102987554784970104109557885105741095289524948103785655110555654755679107518651,107538371485598808366568877728950103108107108555110854104727711485858650685184688510249115,04677646567,13278,25530
825,Marlena,Krawczyk,,,22416814070,14348,3921
826,Helena,Gajewska,987382725277531039710552515050857699686911210667497410610156551107450735110466106881006510382,656885121875483517097845110311484109755589481168686119565584119568389845055655054761178878,76113336767,33856,5669
827,Jozef,Walczak,7775681185149548665828910374501197980551175410711711911710473825054797777488950120985610669101100,761087152975054857482109108119551159766481168586517648671025197114107551081211178688565465557755,66717465327,24975,3496
828,Bartosz,Wisniewski,117675011574555148831005548685211987105785254995210168,8053511015352558410884561005450505069504852531145581,43015642184,7842,12495
829,Monika,Kucharska,,,01673567661,9943,18941
830,Oskar,Kozlowski,,,81427085703,36449,10004
831,Jan,Sikora,504911268556973745149981031075010453106561111054849885666805656971161068511681104,481079851498711688102120518253108107565570115675486668989715349121995350524956,56028607506,33738,8769
832,Anastazy,Krawczyk,,,43160322107,13536,8596
833,Boguslawa,Przybylska,871025310712082525685109765085113565571554950858875997455111109,815254544889105119564853120115112118516911982111495156491135167105,64601237588,15474,19721
834,Leszek,Przybylski,,,83840824604,37627,27402
835,Czeslaw,Marciniak,8651991061131087749104485289677954999954831119849855477119525248481087311288525366,865676675053494849110531069956851154811988511171101058589771195111754759910584485568,06880883545,38500,1298
836,Grzegorz,Krupski,785275501071109766119515153121545511055112731051211161194811875111102112119548298,7570109885374837749561041081021057711887528049494911911211511865531051135648107,70858023761,11306,16112
837,Igor,Andrzejewski,,,65460723031,21115,15897
838,Celina,Gorska,7453109505353754811111685101975672541045453505069103111665111852110102548610982114,55694953525548685580528951807711911679548010011049107891201166888531081057411967,41860417044,30292,8522
839,Nikola,Tomaszewska,,,16140428073,38303,3497
840,Remigiusz,Szewczyk,,,32816332438,37166,17703
841,Arleta,Kucharska,54841165097775610549102100735087541096749113508010110369495269106,76481171068050787254971045178102100564811812053678281110671176648,45310631314,38037,1545
842,Katarzyna,Maciejewska,545177871144854495110011485531078510756106,51524968104841121011025010486101114531018250,28436447534,39568,956
843,Alan,Sikora,,,66542717324,32831,24243
844,Norbert,Zalewski,505612150694812066525599501177652541195310452118,5098885377875310555117113741035354798172568756,35570342052,35666,16372
845,Oskar,Jakubowski,9878811204853745449505211910572119103109,7670535589491205654561097755701055656,56488084345,29821,22841
846,Julian,Andrzejewski,,,47061505352,4608,26101
847,Oktawian,Przyreba,,,57408726781,33001,24688
848,Pawel,Urbanski,,,40840006140,10559,14101
849,Pawel,Andrzejewski,,,76546420260,8345,10137
850,Igor,Krupski,,,06645776107,29607,8998
851,Jaroslaw,Laskowski,5110011911111367501027311987105876954567310054102704850505471107859980891018211170118103756868,54491015474121565270117549850808948569850674878547956531105073100545285525512050565388,64877616463,18697,16904
852,Helena,Witkowska,,,68205771188,13055,16158
853,Kajetan,Urbanski,678299119548548565272486853568711010189511005281695075714883104724810570,1199710183115986748861016549871189710651977048675356535311697119104721218970,70085756188,23706,8956
854,Igor,Witkowski,120110704810711550797374556812011555725050104114,73117116755512055535649110119521045185727383113,27123888717,12338,20208
855,Luiza,Pietrzak,,,06116228133,29283,840
856,Kewin,Duda,501077276831136911276112110841061151038010453,5111910386795082818910470107514911056107117,61417368454,33917,3356
857,Olga,Kwiatkowska,5111311249119787355113102547098497054114885511210211554109674885113102501057375694989103115485611510575,1155211311955521001121001121004853991087310110372105103115113556652657056521007049567152525354735052105,00330822327,30481,7797
858,Konrad,Gorkiewicz,10254565110754558174681041136571558856488211112053117102108515511956717478,531071201044851711131191085549495312049106109869982111107545256676711510750104,67458756828,9190,3895
859,Adrianna,Blaszczyk,,,56135124355,15511,25834
860,Milena,Kubiak,67117708410351526754551041158565491211134911148118115109825686104121971034997775289,5448112525289103121795210086866666766576691037152721045685651038111110350109106105,38175051541,33625,2244
861,Otylia,Urbanska,,,68334305400,24410,7103
862,Alan,Wysocki,98745656113106115757176515087117766612053997270481126650995451,498849498599114111731046954751071108310910752515111210984101786853,72462114801,7073,9730
863,Emil,Wozniak,,,80775865586,1757,22461
864,Alek,Sikora,11180891061137288106106485411568112878973541208410255,658689676588115496812175896611997557380518110353,21855633538,29557,12129
865,Monika,Jaworska,,,82532318448,4892,1911
866,Zofia,Glowacka,724871971098210811683111657111356524853491158352114508088801128948995648501139975120531155611310371,120565256102515484111101115101116108741208174697611574748156103811099971505556995656116515383695287,02373804543,11316,1702
867,Agata,Piotrowska,,,50717671617,20223,10646
868,Dagmara,Kwiatkowska,,,81486638565,16171,1331
869,Kajetan,Kozlowski,,,25653652840,29187,10855
870,Klaudia,Tomaszewska,,,35608622121,35423,13183
871,Alex,Krupski,74116108113118102658350101691071141114812151665211454118507710249115839954501215611911850805476,7155111561025648849767717310478103102888910312080115825410654785411683103485156795552105109,60680482257,19639,18954
872,Magdalena,Szczepanska,120107525354109105114886612055871215352481165156971004850997965827610611797105524853775055819710783,10080691024948515011749112481191214953111568397116108537997695684511197811711172115488483877775106107,57641758188,31921,29033
873,Eryk,Kozlowski,898952114771207853103895555115481025148515152858776895277507887,74112508575516556518681685548561056510198116107535380847310654106,14206235178,1970,23623
874,Leszek,Wlodarczyk,10310965855311768876771113117548387995311110974,835511955527811186113711075278557355814810248,81655103480,35258,29951
875,Alan,Kubiak,,,83876345615,3319,2843
876,Zofia,Pietrzak,,,71521601481,7994,26866
877,Jola,Szulc,,,43128720056,17488,9203
878,Franciszka,Gajewska,1165184119731161071047974107708211487,78718355487210752875382109544954,18524836576,28573,9127
879,Agata,Ziolkowska,,,87501815251,22360,23998
880,Igor,Rutkowski,81784987104861075197687077121485510679861007354114508249501011148511953119535371109558510011712155,7111348785351103116671001114811598113568311353521087377525071498454505653849851103106511196611551,48628660115,10195,9654
881,Norbert,Wisniewski,5410510654117705386109102491001161118387495579,4886888550495674561187755525510377758777,67527258787,10663,13975
882,Bartosz,Zalewski,,,84647284431,32051,12430
883,Jozefa,Gorska,121121119102788452781054897112112871035456676756526969112565286535411310653,565449988384815098825250785265751085411653755510370100678649121555153,05627235545,10513,21811
884,Eryk,Laskowski,1031219968978949684811499531145010176515088,544972120115501178350501205511849537575114102,07632682541,9455,7302
885,Jozefa,Kubiak,7911285525651120985110586838154865380115537587558412197971121138866526849119731207210383100,10751565497875670531137188511174911668534848117737352114665183103821051036855687765498772,65252884234,8882,22696
886,Jozef,Kozlowski,745183104741008348481065511555531164888,11949102811137112156103768087868752116116,48874187184,28814,11253
887,Milena,Brzezinska,8210070108521038451568249119539911655,10011110656507910412173487565491056953,11325864405,27198,26663
888,Jan,Witkowski,9781547565544983107868111887665281767499866751731026778795111310051565365,52871126955524879991211135010811211354538399851147410049555311553556665675184,06307785244,11363,9864
889,Marcel,Zawadzki,,,71778126741,19924,20146
890,Dagmara,Piotrowska,,,77534823058,28271,29801
891,Oskar,Wysocki,51103100565570505449121801131031208652558056107498353865011785,1125410210765698766495189515580545155691008869698353527372,70188287165,6022,19869
892,Otylia,Gajewska,,,25531420714,14140,16878
893,Katarzyna,Przybylska,,,23122770111,14460,14695
894,Oktawia,Urbanska,8755655165121875497568382485612152121,55110481074949501154911711969111100668479,18647544871,16680,2231
895,Konrad,Kucharski,7654114547554527475795075536552487812011311011710279118658711176977498120,54110529750771195154526950547750115521084912167804851505470518948117102,02010011546,32250,14111
896,Jozefa,Zawadzka,486549784950113851185211355100527081110109527955654950505512010869864851487780555253,4948877610687754881114554849108485554977510152495651691215011475545580657386555350,53662440700,25434,6522
897,Iza,Baranowska,518783897311750481135488524954731048072107849951115110521105166889810589,70103537611612182487811310910870481048566489877121109534872102103116658510452,85554748132,4229,13863
898,Konrad,Gorski,,,42514828468,14090,21014
899,Franciszka,Gajewska,529911951111895152725348991084870555111289871141208110454,11711067486549867910687109511015066511028156505277547283,63517038503,34049,7576
900,Bartosz,Walczak,,,63700757064,37567,25858
901,Franciszka,Jaworska,53498988498356501197910651106818377,511145110089505383515652771005410854,54314878252,19469,29037
902,Agata,Maciejewska,,,46205546671,5354,15253
903,Alicja,Tomaszewska,,,56054273382,30627,838
904,Remigiusz,Kucharski,,,41134577065,36011,14835
905,Norbert,Kwiatkowski,48831109950775380814810487781165510655525110497107111491176848491088254109101995554788011666,695151895211488876550767152514949855285741021201188211375488956975152824849104556755120,05606046448,23794,3635
906,Marcin,Brzezinski,71785485737451539748985253115855150534875551111145651116112539998498411210611456748710354,7667558048106885370555010011653495271102791215610177881201008750997711611677504887561218849,11754250566,20941,13151
907,Maja,Urbanska,,,68576154274,7475,18767
908,Andrzej,Andrzejewski,,,80322247045,16368,22454
909,Dagmara,Nowak,,,55045142405,2427,29331
910,Luiza,Gorska,7865775199117834811848857250107114785049541081151208465105698985561051208455,694948525056491197680113116871131001115511456103711004877113981148367824811055,28882505785,26377,3083
911,Bartosz,Wisniewski,888910911699838884757377518297103107,103525155994912011849531041017911953100,14386753341,30060,28607
912,Alex,Malinowski,120119104548475536749565686788950998310548746756121117978582,7281551165611299757155714870505672551185411450807750545387,58240853001,19799,21105
913,Jozef,Marciniak,987874891167472778711352485572521131131046611811051705072531061191194950898810475103751026789100,508010110475987569985269721001165055115865169115118116118761185511555118106735052867655808449102,85316402231,20793,16585
914,Agata,Baranowska,,,04274440481,27147,5765
915,Marcin,Rutkowski,,,72073227224,3346,1610
916,Helena,Tomaszewska,8010111910169113487210449537649827665524849754849113555266117515410698861011111055011349831035550118,485350781181005610388851218611798120715011382767748481141028211811010183114791197471508456506610678120,05408164851,11611,23318
917,Dagmara,Przybylska,561075173105105501151161188368555199724982111835177834951116113685085825297103104119114705171556671,108511096988695199538487118105108499851877411211011656491071141134974821151014812082707250551045053116,43503781527,3196,8823
918,Konrad,Krawczyk,,,60373428716,25894,13870
919,Milena,Gorska,12174113107110514952517848120488567531151044897791185552,51567349981091177810954761158979794951525651109489867,77354310125,2114,2749
920,Norbert,Urbanski,10010610454541108951113109827683507799113511004855845110297525250489854485249,106515375865273104841161087172865172725111953861201204999106488352691005265100,40155661304,17131,7437
921,Olga,Sikorska,88120827769519974661071064954845580776699,74836848561021197851525285112107120119697051,72646741048,28172,8934
922,Eryk,Jakubowski,,,34140866287,18727,9111
923,Elzbieta,Pietrzak,,,17725070135,26545,28031
924,Jowita,Pietrzak,7510589501117750748910352115508950565467104565651121119841011175574101,101831209850100698210777101101116103866811186884884696754831116854104116,48087454372,17020,4844
