adres_id,kod_poczt,miasto,wojewodztwo,ulica,nr_domu,nr_mieszkania
8098,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,95,19
8099,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,73,11
8100,60-967,Poznan,Wielkopolskie,Akacjowa,50,12
8101,31-403,Krakow,Malopolskie,Krotka,29,40
8102,90-001,Lodz,Lodzkie,Krotka,26,48
8103,25-900,Kielce,Swietokrzyskie,Zielona,1,32
8104,20-218,Lublin,Lubelskie,Akacjowa,13,50
8105,90-001,Lodz,Lodzkie,Koscielna,37,28
8106,15-102,Bialystok,Podlaskie,Brzozowa,70,8
8107,45-309,Opole,Opolskie,Sosnowa,92,16
8108,40-203,Katowice,Slaskie,Sloneczna,28,25
8109,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,28,3
8110,90-001,Lodz,Lodzkie,Kolejowa,68,28
8111,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,12,40
8112,51-416,Wroclaw,Dolnoslaskie,Polna,5,6
8113,65-751,Zielona Gora,Lubuskie,Lakowa,85,38
8114,45-309,Opole,Opolskie,Szkolna,39,35
8115,65-751,Zielona Gora,Lubuskie,Zielona,29,43
8116,20-218,Lublin,Lubelskie,Krotka,40,13
8117,65-751,Zielona Gora,Lubuskie,Krotka,31,4
8118,31-403,Krakow,Malopolskie,Kolejowa,96,13
8119,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,32,16
8120,45-309,Opole,Opolskie,Lakowa,50,41
8121,40-203,Katowice,Slaskie,Ogrodowa,38,11
8122,15-102,Bialystok,Podlaskie,Lakowa,8,39
8123,35-085,Rzeszow,Podkarpackie,Sosnowa,24,47
8124,80-761,Gdansk,Pomorskie,Krotka,7,49
8125,15-102,Bialystok,Podlaskie,Lipowa,52,41
8126,35-085,Rzeszow,Podkarpackie,Lipowa,75,44
8127,35-085,Rzeszow,Podkarpackie,Krotka,75,20
8128,45-309,Opole,Opolskie,Kolejowa,51,22
8129,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,16,12
8130,40-203,Katowice,Slaskie,Lesna,3,2
8131,15-102,Bialystok,Podlaskie,Kwiatowa,77,23
8132,20-218,Lublin,Lubelskie,Polna,51,31
8133,01-464,Warszawa,Mazowieckie,Parkowa,59,35
8134,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,86,18
8135,25-900,Kielce,Swietokrzyskie,Akacjowa,42,33
8136,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,0,42
8137,71-004,Szczecin,Zachodnio-Pomorskie,Kwiatowa,67,47
8138,40-203,Katowice,Slaskie,Szkolna,75,3
8139,51-416,Wroclaw,Dolnoslaskie,Akacjowa,79,47
8140,20-218,Lublin,Lubelskie,Krotka,94,18
8141,90-001,Lodz,Lodzkie,Lakowa,2,45
8142,45-309,Opole,Opolskie,Akacjowa,33,3
8143,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,49,7
8144,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,70,29
8145,65-751,Zielona Gora,Lubuskie,Akacjowa,70,12
8146,31-403,Krakow,Malopolskie,Polna,72,29
8147,20-218,Lublin,Lubelskie,Lakowa,56,39
8148,65-751,Zielona Gora,Lubuskie,Parkowa,15,12
8149,90-001,Lodz,Lodzkie,Kwiatowa,51,18
8150,31-403,Krakow,Malopolskie,Kolejowa,34,46
8151,80-761,Gdansk,Pomorskie,Lipowa,84,40
8152,65-751,Zielona Gora,Lubuskie,Brzozowa,96,6
8153,85-461,Bydgoszcz,Kujawsko-Pomorskie,Brzozowa,30,48
8154,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,91,24
8155,80-761,Gdansk,Pomorskie,Kwiatowa,98,13
8156,40-203,Katowice,Slaskie,Koscielna,83,4
8157,01-464,Warszawa,Mazowieckie,Krotka,35,5
8158,90-001,Lodz,Lodzkie,Sloneczna,95,34
8159,51-416,Wroclaw,Dolnoslaskie,Sloneczna,18,45
8160,51-416,Wroclaw,Dolnoslaskie,Koscielna,94,44
8161,20-218,Lublin,Lubelskie,Szkolna,67,25
8162,20-218,Lublin,Lubelskie,Kolejowa,43,15
8163,01-464,Warszawa,Mazowieckie,Parkowa,54,23
8164,60-967,Poznan,Wielkopolskie,Ogrodowa,45,35
8165,25-900,Kielce,Swietokrzyskie,Parkowa,6,18
8166,01-464,Warszawa,Mazowieckie,Sloneczna,71,36
8167,10-900,Olsztyn,Warminsko-Mazurskie,Krotka,44,50
8168,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,76,23
8169,71-004,Szczecin,Zachodnio-Pomorskie,Polna,41,31
8170,51-416,Wroclaw,Dolnoslaskie,Lesna,48,35
8171,35-085,Rzeszow,Podkarpackie,Lakowa,55,2
8172,80-761,Gdansk,Pomorskie,Kolejowa,57,20
8173,90-001,Lodz,Lodzkie,Lipowa,28,7
8174,31-403,Krakow,Malopolskie,Lesna,10,4
8175,65-751,Zielona Gora,Lubuskie,Lipowa,50,21
8176,65-751,Zielona Gora,Lubuskie,Kwiatowa,7,34
8177,45-309,Opole,Opolskie,Kolejowa,88,24
8178,01-464,Warszawa,Mazowieckie,Zielona,2,49
8179,40-203,Katowice,Slaskie,Sloneczna,75,17
8180,45-309,Opole,Opolskie,Parkowa,27,28
8181,51-416,Wroclaw,Dolnoslaskie,Lesna,56,2
8182,15-102,Bialystok,Podlaskie,Parkowa,73,45
8183,35-085,Rzeszow,Podkarpackie,Sloneczna,36,42
8184,45-309,Opole,Opolskie,Koscielna,86,38
8185,35-085,Rzeszow,Podkarpackie,Kwiatowa,79,21
8186,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,10,37
8187,31-403,Krakow,Malopolskie,Szkolna,44,30
8188,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,52,35
8189,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,92,17
8190,90-001,Lodz,Lodzkie,Polna,62,13
8191,45-309,Opole,Opolskie,Brzozowa,26,2
8192,51-416,Wroclaw,Dolnoslaskie,Sosnowa,49,19
8193,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,91,8
8194,15-102,Bialystok,Podlaskie,Lipowa,39,36
8195,45-309,Opole,Opolskie,Szkolna,99,7
8196,15-102,Bialystok,Podlaskie,Lipowa,19,20
8197,60-967,Poznan,Wielkopolskie,Akacjowa,26,40
8198,60-967,Poznan,Wielkopolskie,Krotka,4,9
8199,51-416,Wroclaw,Dolnoslaskie,Zielona,91,35
8200,90-001,Lodz,Lodzkie,Zielona,29,36
8201,35-085,Rzeszow,Podkarpackie,Ogrodowa,16,17
8202,20-218,Lublin,Lubelskie,Ogrodowa,61,40
8203,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,23,20
8204,15-102,Bialystok,Podlaskie,Lesna,4,48
8205,45-309,Opole,Opolskie,Parkowa,2,41
8206,65-751,Zielona Gora,Lubuskie,Sloneczna,88,26
8207,31-403,Krakow,Malopolskie,Szkolna,52,33
8208,15-102,Bialystok,Podlaskie,Lesna,29,34
8209,01-464,Warszawa,Mazowieckie,Koscielna,2,31
8210,45-309,Opole,Opolskie,Parkowa,97,34
8211,45-309,Opole,Opolskie,Akacjowa,30,1
8212,71-004,Szczecin,Zachodnio-Pomorskie,Koscielna,20,41
8213,45-309,Opole,Opolskie,Lipowa,74,13
8214,51-416,Wroclaw,Dolnoslaskie,Lakowa,36,18
8215,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,21,3
8216,90-001,Lodz,Lodzkie,Parkowa,29,39
8217,80-761,Gdansk,Pomorskie,Sloneczna,56,16
8218,01-464,Warszawa,Mazowieckie,Lakowa,38,31
8219,40-203,Katowice,Slaskie,Lipowa,98,31
8220,90-001,Lodz,Lodzkie,Ogrodowa,77,25
8221,15-102,Bialystok,Podlaskie,Kwiatowa,36,40
8222,01-464,Warszawa,Mazowieckie,Akacjowa,43,39
8223,31-403,Krakow,Malopolskie,Parkowa,78,45
8224,15-102,Bialystok,Podlaskie,Kwiatowa,85,14
8225,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,87,22
8226,35-085,Rzeszow,Podkarpackie,Koscielna,4,1
8227,60-967,Poznan,Wielkopolskie,Ogrodowa,68,38
8228,20-218,Lublin,Lubelskie,Ogrodowa,42,41
8229,31-403,Krakow,Malopolskie,Kolejowa,37,45
8230,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,77,3
8231,01-464,Warszawa,Mazowieckie,Ogrodowa,42,27
8232,90-001,Lodz,Lodzkie,Brzozowa,18,12
8233,20-218,Lublin,Lubelskie,Krotka,31,46
8234,60-967,Poznan,Wielkopolskie,Krotka,51,12
8235,20-218,Lublin,Lubelskie,Zielona,76,38
8236,51-416,Wroclaw,Dolnoslaskie,Sloneczna,96,49
8237,65-751,Zielona Gora,Lubuskie,Kolejowa,77,4
8238,45-309,Opole,Opolskie,Polna,87,48
8239,60-967,Poznan,Wielkopolskie,Lakowa,18,33
8240,85-461,Bydgoszcz,Kujawsko-Pomorskie,Zielona,39,24
8241,71-004,Szczecin,Zachodnio-Pomorskie,Brzozowa,84,2
8242,01-464,Warszawa,Mazowieckie,Kwiatowa,64,48
8243,20-218,Lublin,Lubelskie,Brzozowa,94,6
8244,40-203,Katowice,Slaskie,Akacjowa,52,25
8245,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,88,15
8246,01-464,Warszawa,Mazowieckie,Kwiatowa,15,42
8247,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,6,2
8248,31-403,Krakow,Malopolskie,Zielona,24,37
8249,25-900,Kielce,Swietokrzyskie,Koscielna,66,24
8250,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,30,35
8251,25-900,Kielce,Swietokrzyskie,Szkolna,17,26
8252,51-416,Wroclaw,Dolnoslaskie,Lakowa,31,31
8253,60-967,Poznan,Wielkopolskie,Zielona,34,50
8254,25-900,Kielce,Swietokrzyskie,Akacjowa,83,29
8255,71-004,Szczecin,Zachodnio-Pomorskie,Brzozowa,6,45
8256,90-001,Lodz,Lodzkie,Polna,30,25
8257,85-461,Bydgoszcz,Kujawsko-Pomorskie,Polna,96,11
8258,60-967,Poznan,Wielkopolskie,Zielona,53,25
8259,65-751,Zielona Gora,Lubuskie,Brzozowa,10,6
8260,15-102,Bialystok,Podlaskie,Lesna,25,40
8261,31-403,Krakow,Malopolskie,Parkowa,10,37
8262,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,19,19
8263,40-203,Katowice,Slaskie,Kolejowa,10,50
8264,65-751,Zielona Gora,Lubuskie,Kwiatowa,32,2
8265,20-218,Lublin,Lubelskie,Sosnowa,47,11
8266,25-900,Kielce,Swietokrzyskie,Sloneczna,34,2
8267,65-751,Zielona Gora,Lubuskie,Lesna,37,5
8268,31-403,Krakow,Malopolskie,Brzozowa,76,33
8269,51-416,Wroclaw,Dolnoslaskie,Brzozowa,9,17
8270,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,62,28
8271,31-403,Krakow,Malopolskie,Kwiatowa,85,19
8272,71-004,Szczecin,Zachodnio-Pomorskie,Kwiatowa,34,23
8273,31-403,Krakow,Malopolskie,Polna,43,50
8274,40-203,Katowice,Slaskie,Brzozowa,79,2
8275,40-203,Katowice,Slaskie,Brzozowa,6,3
8276,35-085,Rzeszow,Podkarpackie,Ogrodowa,6,39
8277,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,79,33
8278,40-203,Katowice,Slaskie,Polna,3,2
8279,01-464,Warszawa,Mazowieckie,Kwiatowa,40,44
8280,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,92,31
8281,20-218,Lublin,Lubelskie,Akacjowa,68,40
8282,40-203,Katowice,Slaskie,Krotka,70,41
8283,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,61,22
8284,65-751,Zielona Gora,Lubuskie,Szkolna,98,12
8285,25-900,Kielce,Swietokrzyskie,Lakowa,99,39
8286,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,81,31
8287,15-102,Bialystok,Podlaskie,Polna,83,5
8288,90-001,Lodz,Lodzkie,Lipowa,91,7
8289,51-416,Wroclaw,Dolnoslaskie,Polna,93,46
8290,20-218,Lublin,Lubelskie,Krotka,19,8
8291,90-001,Lodz,Lodzkie,Krotka,17,25
8292,65-751,Zielona Gora,Lubuskie,Polna,36,41
8293,60-967,Poznan,Wielkopolskie,Koscielna,7,41
8294,45-309,Opole,Opolskie,Ogrodowa,61,27
8295,15-102,Bialystok,Podlaskie,Akacjowa,10,16
8296,01-464,Warszawa,Mazowieckie,Lesna,58,12
8297,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,76,10
8298,51-416,Wroclaw,Dolnoslaskie,Zielona,24,33
8299,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,55,46
8300,35-085,Rzeszow,Podkarpackie,Sosnowa,37,7
8301,51-416,Wroclaw,Dolnoslaskie,Zielona,89,17
8302,80-761,Gdansk,Pomorskie,Szkolna,21,20
8303,80-761,Gdansk,Pomorskie,Lakowa,40,38
8304,25-900,Kielce,Swietokrzyskie,Koscielna,77,40
8305,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,23,14
8306,60-967,Poznan,Wielkopolskie,Brzozowa,87,4
8307,15-102,Bialystok,Podlaskie,Szkolna,63,23
8308,65-751,Zielona Gora,Lubuskie,Lesna,0,13
8309,35-085,Rzeszow,Podkarpackie,Ogrodowa,10,13
8310,40-203,Katowice,Slaskie,Zielona,0,9
8311,35-085,Rzeszow,Podkarpackie,Ogrodowa,35,50
8312,60-967,Poznan,Wielkopolskie,Kolejowa,77,9
8313,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,79,29
8314,01-464,Warszawa,Mazowieckie,Zielona,4,44
8315,90-001,Lodz,Lodzkie,Polna,20,19
8316,01-464,Warszawa,Mazowieckie,Kwiatowa,93,13
8317,31-403,Krakow,Malopolskie,Ogrodowa,74,18
8318,80-761,Gdansk,Pomorskie,Kwiatowa,34,13
8319,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,53,20
8320,20-218,Lublin,Lubelskie,Zielona,73,6
8321,01-464,Warszawa,Mazowieckie,Polna,83,45
8322,60-967,Poznan,Wielkopolskie,Zielona,61,44
8323,45-309,Opole,Opolskie,Krotka,48,4
8324,31-403,Krakow,Malopolskie,Zielona,64,19
8325,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,68,2
8326,01-464,Warszawa,Mazowieckie,Krotka,48,48
8327,90-001,Lodz,Lodzkie,Parkowa,91,48
8328,01-464,Warszawa,Mazowieckie,Zielona,93,40
8329,40-203,Katowice,Slaskie,Akacjowa,29,24
8330,90-001,Lodz,Lodzkie,Ogrodowa,96,44
8331,45-309,Opole,Opolskie,Parkowa,37,8
8332,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,34,1
8333,65-751,Zielona Gora,Lubuskie,Lesna,33,18
8334,51-416,Wroclaw,Dolnoslaskie,Parkowa,45,11
8335,35-085,Rzeszow,Podkarpackie,Sosnowa,72,14
8336,31-403,Krakow,Malopolskie,Lesna,57,26
8337,40-203,Katowice,Slaskie,Parkowa,31,43
8338,65-751,Zielona Gora,Lubuskie,Akacjowa,72,25
8339,80-761,Gdansk,Pomorskie,Lesna,56,12
8340,25-900,Kielce,Swietokrzyskie,Parkowa,6,21
8341,71-004,Szczecin,Zachodnio-Pomorskie,Polna,21,34
8342,25-900,Kielce,Swietokrzyskie,Szkolna,21,6
8343,45-309,Opole,Opolskie,Sosnowa,62,21
8344,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,18,35
8345,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,6,26
8346,45-309,Opole,Opolskie,Lakowa,85,12
8347,60-967,Poznan,Wielkopolskie,Kwiatowa,77,30
8348,60-967,Poznan,Wielkopolskie,Kolejowa,72,4
8349,31-403,Krakow,Malopolskie,Zielona,24,30
8350,25-900,Kielce,Swietokrzyskie,Lipowa,77,48
8351,45-309,Opole,Opolskie,Akacjowa,27,21
8352,90-001,Lodz,Lodzkie,Kolejowa,39,39
8353,35-085,Rzeszow,Podkarpackie,Lipowa,77,31
8354,65-751,Zielona Gora,Lubuskie,Parkowa,92,20
8355,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,32,42
8356,25-900,Kielce,Swietokrzyskie,Parkowa,81,47
8357,60-967,Poznan,Wielkopolskie,Kwiatowa,54,7
8358,15-102,Bialystok,Podlaskie,Koscielna,99,42
8359,80-761,Gdansk,Pomorskie,Parkowa,28,22
8360,65-751,Zielona Gora,Lubuskie,Sosnowa,8,43
8361,80-761,Gdansk,Pomorskie,Krotka,58,49
8362,35-085,Rzeszow,Podkarpackie,Lakowa,92,19
8363,01-464,Warszawa,Mazowieckie,Brzozowa,88,28
8364,60-967,Poznan,Wielkopolskie,Akacjowa,96,16
8365,65-751,Zielona Gora,Lubuskie,Lakowa,78,21
8366,01-464,Warszawa,Mazowieckie,Lesna,42,13
8367,71-004,Szczecin,Zachodnio-Pomorskie,Ogrodowa,52,37
8368,01-464,Warszawa,Mazowieckie,Sosnowa,97,40
8369,25-900,Kielce,Swietokrzyskie,Brzozowa,35,28
8370,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,69,46
8371,45-309,Opole,Opolskie,Kwiatowa,58,40
8372,90-001,Lodz,Lodzkie,Akacjowa,17,22
8373,20-218,Lublin,Lubelskie,Zielona,14,4
8374,65-751,Zielona Gora,Lubuskie,Lipowa,71,22
8375,90-001,Lodz,Lodzkie,Kolejowa,37,4
8376,51-416,Wroclaw,Dolnoslaskie,Sosnowa,11,42
8377,20-218,Lublin,Lubelskie,Parkowa,33,48
8378,40-203,Katowice,Slaskie,Sosnowa,56,24
8379,71-004,Szczecin,Zachodnio-Pomorskie,Brzozowa,74,27
8380,85-461,Bydgoszcz,Kujawsko-Pomorskie,Zielona,56,5
8381,25-900,Kielce,Swietokrzyskie,Zielona,76,8
8382,90-001,Lodz,Lodzkie,Kolejowa,75,39
8383,31-403,Krakow,Malopolskie,Sloneczna,25,49
8384,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,21,32
8385,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,96,26
8386,45-309,Opole,Opolskie,Kwiatowa,27,37
8387,51-416,Wroclaw,Dolnoslaskie,Krotka,0,46
8388,51-416,Wroclaw,Dolnoslaskie,Szkolna,62,16
8389,60-967,Poznan,Wielkopolskie,Brzozowa,80,19
8390,45-309,Opole,Opolskie,Kolejowa,79,30
8391,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,61,34
8392,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,11,39
8393,15-102,Bialystok,Podlaskie,Parkowa,36,24
8394,65-751,Zielona Gora,Lubuskie,Koscielna,0,20
8395,40-203,Katowice,Slaskie,Szkolna,55,35
8396,25-900,Kielce,Swietokrzyskie,Zielona,42,38
8397,51-416,Wroclaw,Dolnoslaskie,Szkolna,64,16
8398,45-309,Opole,Opolskie,Sloneczna,63,36
8399,20-218,Lublin,Lubelskie,Kwiatowa,77,32
8400,60-967,Poznan,Wielkopolskie,Zielona,30,43
8401,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,52,30
8402,35-085,Rzeszow,Podkarpackie,Lipowa,79,28
8403,90-001,Lodz,Lodzkie,Koscielna,68,16
8404,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,52,40
8405,31-403,Krakow,Malopolskie,Lesna,94,34
8406,01-464,Warszawa,Mazowieckie,Akacjowa,1,36
8407,40-203,Katowice,Slaskie,Kwiatowa,57,35
8408,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,17,3
8409,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,22,3
8410,65-751,Zielona Gora,Lubuskie,Kwiatowa,98,6
8411,15-102,Bialystok,Podlaskie,Sloneczna,67,11
8412,40-203,Katowice,Slaskie,Parkowa,33,19
8413,15-102,Bialystok,Podlaskie,Kwiatowa,3,33
8414,90-001,Lodz,Lodzkie,Lesna,99,7
8415,20-218,Lublin,Lubelskie,Sloneczna,56,5
8416,35-085,Rzeszow,Podkarpackie,Krotka,92,2
8417,51-416,Wroclaw,Dolnoslaskie,Szkolna,0,25
8418,25-900,Kielce,Swietokrzyskie,Akacjowa,55,6
8419,51-416,Wroclaw,Dolnoslaskie,Polna,28,36
8420,01-464,Warszawa,Mazowieckie,Krotka,40,27
8421,15-102,Bialystok,Podlaskie,Lakowa,59,15
8422,65-751,Zielona Gora,Lubuskie,Krotka,8,40
8423,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,35,9
8424,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,16,32
8425,65-751,Zielona Gora,Lubuskie,Lesna,50,26
8426,01-464,Warszawa,Mazowieckie,Lipowa,5,16
8427,25-900,Kielce,Swietokrzyskie,Kolejowa,7,8
8428,45-309,Opole,Opolskie,Lipowa,97,36
8429,40-203,Katowice,Slaskie,Akacjowa,70,48
8430,01-464,Warszawa,Mazowieckie,Koscielna,76,21
8431,25-900,Kielce,Swietokrzyskie,Lakowa,58,15
8432,20-218,Lublin,Lubelskie,Krotka,59,30
8433,40-203,Katowice,Slaskie,Ogrodowa,34,30
8434,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,85,11
8435,80-761,Gdansk,Pomorskie,Koscielna,95,34
8436,20-218,Lublin,Lubelskie,Akacjowa,80,47
8437,51-416,Wroclaw,Dolnoslaskie,Lakowa,55,32
8438,15-102,Bialystok,Podlaskie,Sloneczna,28,31
8439,15-102,Bialystok,Podlaskie,Polna,49,10
8440,15-102,Bialystok,Podlaskie,Brzozowa,87,17
8441,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,86,45
8442,45-309,Opole,Opolskie,Ogrodowa,53,11
8443,51-416,Wroclaw,Dolnoslaskie,Szkolna,5,8
8444,31-403,Krakow,Malopolskie,Akacjowa,26,23
8445,31-403,Krakow,Malopolskie,Szkolna,19,36
8446,15-102,Bialystok,Podlaskie,Polna,34,29
8447,51-416,Wroclaw,Dolnoslaskie,Szkolna,68,10
8448,90-001,Lodz,Lodzkie,Kwiatowa,72,39
8449,01-464,Warszawa,Mazowieckie,Szkolna,79,44
8450,65-751,Zielona Gora,Lubuskie,Parkowa,3,18
8451,20-218,Lublin,Lubelskie,Zielona,21,50
8452,80-761,Gdansk,Pomorskie,Brzozowa,82,17
8453,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,94,18
8454,80-761,Gdansk,Pomorskie,Lipowa,77,33
8455,35-085,Rzeszow,Podkarpackie,Kolejowa,90,49
8456,31-403,Krakow,Malopolskie,Zielona,48,39
8457,71-004,Szczecin,Zachodnio-Pomorskie,Polna,89,38
8458,90-001,Lodz,Lodzkie,Sloneczna,7,28
8459,80-761,Gdansk,Pomorskie,Brzozowa,87,38
8460,15-102,Bialystok,Podlaskie,Polna,52,34
8461,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,64,14
8462,45-309,Opole,Opolskie,Lakowa,18,29
8463,65-751,Zielona Gora,Lubuskie,Lakowa,60,49
8464,90-001,Lodz,Lodzkie,Polna,13,4
8465,90-001,Lodz,Lodzkie,Sloneczna,8,31
8466,35-085,Rzeszow,Podkarpackie,Lipowa,63,24
8467,45-309,Opole,Opolskie,Koscielna,54,36
8468,65-751,Zielona Gora,Lubuskie,Szkolna,24,44
8469,10-900,Olsztyn,Warminsko-Mazurskie,Akacjowa,73,17
8470,31-403,Krakow,Malopolskie,Koscielna,43,48
8471,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,98,30
8472,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,70,46
8473,01-464,Warszawa,Mazowieckie,Polna,87,33
8474,60-967,Poznan,Wielkopolskie,Szkolna,85,3
8475,60-967,Poznan,Wielkopolskie,Parkowa,28,35
8476,01-464,Warszawa,Mazowieckie,Lakowa,11,40
8477,20-218,Lublin,Lubelskie,Lipowa,16,11
8478,15-102,Bialystok,Podlaskie,Brzozowa,51,8
8479,51-416,Wroclaw,Dolnoslaskie,Sosnowa,72,7
8480,51-416,Wroclaw,Dolnoslaskie,Koscielna,44,34
8481,80-761,Gdansk,Pomorskie,Polna,96,32
8482,35-085,Rzeszow,Podkarpackie,Kwiatowa,4,34
8483,45-309,Opole,Opolskie,Brzozowa,59,3
8484,65-751,Zielona Gora,Lubuskie,Akacjowa,36,47
8485,45-309,Opole,Opolskie,Zielona,6,19
8486,90-001,Lodz,Lodzkie,Lakowa,6,31
8487,01-464,Warszawa,Mazowieckie,Brzozowa,89,49
8488,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,17,31
8489,60-967,Poznan,Wielkopolskie,Parkowa,89,48
8490,60-967,Poznan,Wielkopolskie,Kwiatowa,89,47
8491,60-967,Poznan,Wielkopolskie,Kolejowa,88,30
8492,20-218,Lublin,Lubelskie,Kolejowa,84,7
8493,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,35,35
8494,20-218,Lublin,Lubelskie,Krotka,17,21
8495,25-900,Kielce,Swietokrzyskie,Lesna,35,4
8496,25-900,Kielce,Swietokrzyskie,Polna,75,18
8497,01-464,Warszawa,Mazowieckie,Polna,15,30
8498,31-403,Krakow,Malopolskie,Brzozowa,98,39
8499,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,46,29
8500,90-001,Lodz,Lodzkie,Ogrodowa,33,43
8501,51-416,Wroclaw,Dolnoslaskie,Zielona,95,27
8502,35-085,Rzeszow,Podkarpackie,Polna,82,4
8503,80-761,Gdansk,Pomorskie,Ogrodowa,40,27
8504,90-001,Lodz,Lodzkie,Ogrodowa,26,39
8505,45-309,Opole,Opolskie,Koscielna,29,39
8506,01-464,Warszawa,Mazowieckie,Kolejowa,97,39
8507,20-218,Lublin,Lubelskie,Lipowa,43,50
8508,45-309,Opole,Opolskie,Lakowa,81,30
8509,51-416,Wroclaw,Dolnoslaskie,Sosnowa,1,26
8510,65-751,Zielona Gora,Lubuskie,Polna,59,16
8511,15-102,Bialystok,Podlaskie,Polna,52,29
8512,40-203,Katowice,Slaskie,Zielona,24,21
8513,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,16,28
8514,40-203,Katowice,Slaskie,Sosnowa,98,19
8515,90-001,Lodz,Lodzkie,Ogrodowa,73,45
8516,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,67,34
8517,51-416,Wroclaw,Dolnoslaskie,Krotka,87,28
8518,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,24,11
8519,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,77,5
8520,35-085,Rzeszow,Podkarpackie,Brzozowa,23,13
8521,51-416,Wroclaw,Dolnoslaskie,Koscielna,61,11
8522,15-102,Bialystok,Podlaskie,Zielona,23,26
8523,71-004,Szczecin,Zachodnio-Pomorskie,Kwiatowa,97,19
8524,60-967,Poznan,Wielkopolskie,Kwiatowa,12,46
8525,65-751,Zielona Gora,Lubuskie,Koscielna,83,49
8526,45-309,Opole,Opolskie,Szkolna,96,37
8527,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,69,7
8528,45-309,Opole,Opolskie,Szkolna,30,7
8529,20-218,Lublin,Lubelskie,Zielona,2,10
8530,25-900,Kielce,Swietokrzyskie,Kolejowa,46,45
8531,65-751,Zielona Gora,Lubuskie,Lesna,51,24
8532,60-967,Poznan,Wielkopolskie,Krotka,95,11
8533,80-761,Gdansk,Pomorskie,Krotka,74,27
8534,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,34,42
8535,25-900,Kielce,Swietokrzyskie,Parkowa,1,3
